Tumby Bay School Community Library,"28 West Tce, Tumby Bay  5605",8688 2471,NULL,http://www.libraries.sa.gov.au,NULL,"School terms: Mon, Thurs 9am - 4pm, Tues 9am - 4pm, 7pm - 8pm, Wed, Fri 9am - 6pm, Sat 10am - 12 noon, School holidays: Tues 10am - 3.30pm, 7pm - 8pm, Wed 10am - 5.30pm, Thurs, Fri 9am - 4pm, Sat 10am - 12 noon",The Dc Of Tumby Bay,136.100483,-34.376496
Cummins School Community Library,"McFarlane St, Cummins  5631",8676 2476,cummins.library@plain.sa.gov.au,http://www.cumminsas.sa.edu.au,NULL,"School terms: Mon 9am - 4pm, Tues, Thurs 9am - 6pm, Wed, Fri 9am - 5pm, Sat 10am - 12 noon School holidays: Tues, Thurs 9am - 1.30pm, 2.30pm - 6pm, Wed 12.30pm - 5pm, Fri 9am - 1.30pm, 2.30pm - 5pm, Sat 10am - 12 noon Coffin Bay depot: Sat 10am - 12 noon",The Dc Of Lower Eyre Peninsula,135.723537,-34.264449
Loxton Public Library,"East Tce, Loxton  5333",8584 8051,libmanagerlox@loxtonwaikerie.sa.gov.au,http://www.loxtonwaikerie.sa.gov.au,NULL,"Tues, Wed 10am - 6pm, Thurs 10am - 8pm, Fri 10am - 5pm, Sat 9am - 12 noon",The Dc Of Loxton Waikerie,140.569161,-34.450062
Waikerie Public Library,"Strangman Rd, Waikerie  5330",8541 0720,libmanagerwaik@loxtonwaikerie.sa.gov.au,http://www.loxtonwaikerie.sa.gov.au,NULL,"Tues, Thurs 10.30am - 8pm, Wed, Fri 10.30am - 6pm, Sat 9.30am - 12 noon",The Dc Of Loxton Waikerie,139.985999,-34.186565
Renmark Paringa Public Library,"James Ave, Renmark  5341",8586 5544,lc24mah@plain.sa.gov.au,http://www.renmarkparinga.sa.gov.au,NULL,"Mon closed, Tues, Thurs, Fri 9.30am - 5.30pm, Wed 9.30am - 8pm, Sat 9.30am - 12 noon",Renmark Paringa Council,140.751861,-34.167649
Ardrossan School Community Library,"14 Second St, Ardrossan  5571",8837 4134,NULL,http://www.libraries.sa.gov.au,NULL,"School terms: Mon, Tues, Thurs 9am - 3.30pm, Wed, Fri 9am - 6pm, Sat 10am - 1pm School holidays: Tues, Thurs 9am - 12.30pm, 1pm - 3.30pm, Wed, Fri 10.30am - 1pm, 2pm - 6pm, Sat 10am - 1pm",The Dc Of Yorke Peninsula,137.916242,-34.423854
Maitland School Community Library,"Junction Rd, Maitland  5573",8832 2805,NULL,http://www.libraries.sa.gov.au,NULL,"School terms: Mon, Wed, Fri 8.30am - 4.30pm, Tues, Thurs 8.30am - 7pm School holidays: Mon, Wed, Fri 10am - 2pm, Tues Thurs 3pm - 7pm",The Dc Of Yorke Peninsula,137.673895,-34.3682
Minlaton School Community Library,"2 North Tce, Minlaton  5575",8853 2339,NULL,http://www.minlatonds.sa.edu.au/library,NULL,"School terms: Mon, Wed, Fri 8.30am - 4.30pm, Tues, Thurs 8.30am - 3.30pm, 5pm - 7pm, School holidays: Tues, Thurs 10am - 12.30pm, 1.30pm - 4pm, 5pm - 7pm, Wed, Fri 10am - 12.30pm, 1.30pm - 4pm",The Dc Of Yorke Peninsula,137.593332,-34.765943
Yorketown Area School Community Library,"Stansbury Rd, Yorketown  5576",8852 1647,NULL,http://www.libraries.sa.gov.au,NULL,"School terms: Mon, Wed, Fri 8.45am - 5pm, Tues, Thurs 8.45am - 5pm, 6.30 - 8.30pm School holidays: Mon 2pm - 5pm, Tues 2pm - 5pm, 6.30 - 8.30pm, Wed 10.30pm - 1pm, 2pm - 5pm, Thurs 10.30pm - 1pm, 2pm - 5pm, 6.30 - 8.30pm, Fri 10.30pm - 1pm, 2pm - 5pm",The Dc Of Yorke Peninsula,137.61535,-35.017003
Warooka Library Depot,"Player St, Warooka SA",NULL, ,http://www.yorke.sa.gov.au/content/view/160/253/,NULL,NULL,The Dc Of Yorke Peninsula,137.401969,-34.990563
Stansbury Library Depot,"Stansbury Institute, Weaver St, Stansbury SA",NULL, ,http://www.yorke.sa.gov.au/content/view/159/253/,NULL,NULL,The Dc Of Yorke Peninsula,137.796879,-34.910782
Port Vincent Library Depot,"19 Marine Parade, Port Vincent, SA",NULL, ,http://www.yorke.sa.gov.au/content/view/158/253/,NULL,NULL,The Dc Of Yorke Peninsula,137.862065,-34.777903
Arthurton Library Depot,"Main St, Arthurton SA",NULL, ,http://www.yorke.sa.gov.au/content/view/462/253/,NULL,NULL,The Dc Of Yorke Peninsula,137.756755,-34.259475
Port Victoria Library Depot,"Main St, Port Victoria SA",NULL, ,http://www.yorke.sa.gov.au/content/view/157/253/,NULL,NULL,The Dc Of Yorke Peninsula,137.484511,-34.497498
Marion Bay Library Depot,"Slow St, Marion Bay SA",NULL, ,http://www.yorke.sa.gov.au/content/view/155/253/,NULL,NULL,The Dc Of Yorke Peninsula,136.980738,-35.237699
Edithburgh Library Depot,"30 Blanche St, Edithburgh, SA",NULL, ,http://www.yorke.sa.gov.au/content/view/153/253/,NULL,NULL,The Dc Of Yorke Peninsula,137.745522,-35.085934
Carramulka Library Depot,"6 High St, Curramulka, SA",NULL, ,http://www.yorke.sa.gov.au/content/view/152/253/,NULL,NULL,The Dc Of Yorke Peninsula,137.711599,-34.697185
Corny Point Library Depot,"Cnr Liddiards and Rockleigh Rd, Corny Point, SA",NULL, ,http://www.yorke.sa.gov.au/content/view/151/253/,NULL,NULL,The Dc Of Yorke Peninsula,137.083355,-34.926083
Barmera Public Library,"4c Barwell Ave, Barmera  5345",8588 2872,bbc@berribarmera.sa.gov.au,http://www.berribarmera.sa.gov.au,NULL,"Mon 9.30am - 1pm, Tues, Wed, Fri 9.30am - 5.30pm, Thurs 9.30am - 6pm, Sat 9am - 12 noon, After hours returns available",The Berri Barmera Council,140.464456,-34.252072
Berri Library & Information Centre,"Kay Ave, Berri  5343",8595 2666,berri.library@tafesa.edu.au,http://www.berrilibrary.info,NULL,"School terms: Mon - Wed, Fri 8am - 6pm, Thurs 8am - 8pm, Sat 9am - 12 noon, School holidays: Mon, Wed, Fri 9am - 5pm, Tues 9am - 6pm, Thurs 9am - 8pm, Sat 9am - 12 noon, After hours returns available",The Berri Barmera Council,140.608174,-34.27967
Light Regional Public Library Service - Freeling,"Hanson St, Freeling  5372",8525 3240,library@light.sa.gov.au,http://www.light.sa.gov.au,NULL,"Mon 3pm - 8pm, Wed 2pm - 6pm, Thurs 2pm - 5pm, Fri 10am - 12 noon",Light Regional Council,138.810234,-34.45424
Light Regional Public Library Service - Greenock,"Kapunda Rd, Greenock  5360",8562 8308,library@light.sa.gov.au,http://www.light.sa.gov.au,NULL,"Tues 7pm - 8pm, Thurs 9.30am - 10.30am, Fri 3pm - 5pm",Light Regional Council,138.927009,-34.457249
Light Regional Public Library Service - Kapunda,"51 - 53 Main St, Kapunda  5373",8525 3290,library@light.sa.gov.au,http://www.light.sa.gov.au,"Co-located with [!4ROG13G5!11], Interpretive Display, Community Art Gallery and Community Craft Shop.","Mon - Wed, Fri 9am - 5pm, Thurs 9am - 8pm, Sat, Sun, public holidays 10am - 4pm, Closed Good Friday & Christmas Day, After hours returns available",Light Regional Council,138.91509,-34.340711
Wasleys Public Library,"45-47 Annie Terrace, Wasleys 5400",NULL, ,http://www.light.sa.gov.au/site/page.cfm?u=218,NULL,NULL,Light Regional Council,138.683448,-34.470406
Two Wells Public Library,"61 Old Port Wakefield Rd, Two Wells  5501",8520 2100,NULL,http://www.mallala.sa.gov.au,NULL,"Tues, Thurs 9.30am - 5pm, Wed 1pm - 7pm, Fri 9.30am - 3pm, Sat 9am - 11am",The Dc Of Mallala,138.51484,-34.594029
Barossa Council Library Service - Angaston,"Washington St, Angaston  5353",8564 2369,library@barossa.sa.gov.au,http://www.barossa.sa.gov.au,"Council Services including information, Payments available.","Mon 2pm - 6pm, Tues 9am - 1pm, Wed - Fri 1pm - 5pm, After hours returns available",The Barossa Council,139.04409,-34.504756
Barossa Council Library Service - Lyndoch,"8 Lyndoch Valley Rd, Lyndoch  5351",8524 4009,library@barossa.sa.gov.au,http://www.barossa.sa.gov.au,"Council Services including information, Payments available.","Mon, Wed - Fri 9am - 12.30pm, 1.30pm - 5pm, Tues 9am - 12.30pm, 1.30pm - 6pm, Sat 9am - 12 noon, After hours returns available",The Barossa Council,138.890572,-34.602471
Barossa Council Library Service - Mount Pleasant,"Melrose St, Mount Pleasant  5235",8568 2407,library@barossa.sa.gov.au,http://www.barossa.sa.gov.au,"Council Services including information, Payments available.","Mon - Wed, Fri 9am - 12.30pm, 1.30pm - 5pm, Thurs 9am - 12.30pm, 1.30pm - 6pm, After hours returns available",The Barossa Council,139.031298,-34.783976
Barossa Council Library Service - Nuriootpa,"43-51 Tanunda Rd, Nuriootpa  5355",8563 8440,library@barossa.sa.gov.au,http://www.barossa.sa.gov.au,NULL,"Mon - Thurs 9am - 6pm, Fri 9am - 5pm, Sat 9am - 12 noon, Sun 12 noon - 3pm, After hours returns available.",The Barossa Council,138.991996,-34.481646
Barossa Council Library Service - Tanunda,"66-68 Murray St, Tanunda  5352",8561 1300,library@barossa.sa.gov.au,http://www.barossa.sa.gov.au,Public Library Services only - Council payments no longer available.,"Mon, Wed - Fri 9am - 5pm, Tues 9am - 6pm, Sat 9am - 12 noon",The Barossa Council,138.959197,-34.525282
East Murray School Community Library,"School Rd, Mindarie  5309",8578 7053,NULL,http://www.libraries.sa.gov.au,NULL,NULL,The Dc Of Karoonda East Murray,140.218342,-34.811204
Karoonda School Community Library,"1 North Tce, Karoonda  5307",8578 1120,NULL,http://bookmark.central.sa.edu.au/mln.htm,NULL,NULL,The Dc Of Karoonda East Murray,139.895633,-35.092393
Gawler Public Library,"91 Murray St, Gawler  5118",8522 9213,library@gawler.sa.gov.au,http://www.gawlerlibrary.sa.gov.au,NULL,"Mon, Wed, Thurs, Fri 9am - 5pm, Tues, Sat 9am - 1pm",Town Of Gawler,138.749605,-34.599287
Evanstone Gardens Branch Library,"63-65 Angle Vale Road, Evanstone Gardens, SA 5116",NULL, ,http://www.gawler.sa.gov.au/page.aspx?u=530,NULL,Hours: Tues 9am - 5pm,Town Of Gawler,138.719914,-34.62404
Playford Library Service - Elizabeth,"10 Playford Blvd, Elizabeth  5112",8256 0334,library@playford.sa.gov.au,http://www.playford.sa.gov.au,NULL,"Mon, Wed, Fri 9am - 5pm, Tues 1pm - 5pm, Thurs 9am - 7pm, Sat 10am - 1pm",City Of Playford,138.671407,-34.717683
Playford Library Service - Munno Para,"Shop 51, Munno Para Shopping City, 600 Main North Rd, Smithfield  5114",8254 4600,library@playford.sa.gov.au,http://www.playford.sa.gov.au,NULL,"Mon - Wed 9am - 5pm, Thurs 9am - 8pm, Fri 9am - 7pm, Sat 10am - 4pm, Sun 1pm - 4pm After hours returns available",City Of Playford,138.689595,-34.686683
